"","ID","Q1","Q2","Q3","Q4","Q5","Q6_1","Q6_2","Q6_3","Q6_4","Q7","female","college","married","regular","status"
"1251",195,1,5,4,6,NA,4,2,4,1,4,1,0,0,1,3
"2454",195,1,5,4,6,NA,4,2,4,1,4,1,1,1,1,2
"2653",195,1,5,4,6,NA,4,2,4,1,4,1,1,1,0,4
"48",196,1,7,5,3,4,3,3,3,1,4,0,1,0,1,3
"850",196,1,7,5,3,4,3,3,3,1,4,1,0,0,0,4
"2855",196,1,7,5,3,4,3,3,3,1,4,1,0,1,1,4
"3053",196,1,7,5,3,4,3,3,3,1,4,1,0,1,0,4
"49",197,1,7,5,5,1,2,3,3,3,2,0,1,0,1,2
"851",197,1,7,5,5,1,2,3,3,3,2,1,0,0,0,3
"2856",197,1,7,5,5,1,2,3,3,3,2,1,0,1,1,2
"3054",197,1,7,5,5,1,2,3,3,3,2,1,0,1,0,3
"1652",198,1,5,2,3,6,2,3,3,2,4,0,1,0,1,3
"2255",198,1,5,2,3,6,2,3,3,2,4,0,1,1,1,2
"2455",198,1,5,2,3,6,2,3,3,2,4,1,1,1,1,2
"2654",198,1,5,2,3,6,2,3,3,2,4,1,1,1,0,3
"450",199,2,3,3,2,2,2,2,4,1,4,0,1,0,0,3
"1051",199,2,3,3,2,2,2,2,4,1,4,1,1,0,0,4
"1853",199,2,3,3,2,2,2,2,4,1,4,0,1,1,0,5
"2055",199,2,3,3,2,2,2,2,4,1,4,0,0,1,1,3
"249",200,2,5,2,3,6,4,3,4,3,2,0,0,0,1,3
"651",200,2,5,2,3,6,4,3,4,3,2,0,0,0,0,3
"1252",200,2,5,2,3,6,4,3,4,3,2,1,0,0,1,3
"1453",200,2,5,2,3,6,4,3,4,3,2,1,1,0,1,3
"250",201,1,6,5,6,NA,3,3,3,3,4,0,0,0,1,4
"451",201,1,6,5,6,NA,3,3,3,3,4,0,1,0,0,4
"1253",201,1,6,5,6,NA,3,3,3,3,4,1,0,0,1,4
"2655",201,1,6,5,6,NA,3,3,3,3,4,1,1,1,0,4
"50",202,1,5,5,2,1,4,3,4,3,2,0,1,0,1,2
"1052",202,1,5,5,2,1,4,3,4,3,2,1,1,0,0,3
"2056",202,1,5,5,2,1,4,3,4,3,2,0,0,1,1,2
"2256",202,1,5,5,2,1,4,3,4,3,2,0,1,1,1,2
"652",203,2,3,3,6,NA,4,1,5,3,5,0,0,0,0,3
"852",203,2,3,3,6,NA,4,1,5,3,5,1,0,0,0,3
"1454",203,2,3,3,6,NA,4,1,5,3,5,1,1,0,1,2
"1653",203,2,3,3,6,NA,4,1,5,3,5,0,1,0,1,3
"1854",204,1,6,2,4,6,2,2,2,3,2,0,1,1,0,3
"2456",204,1,6,2,4,6,2,2,2,3,2,1,1,1,1,2
"2857",204,1,6,2,4,6,2,2,2,3,2,1,0,1,1,2
"3055",204,1,6,2,4,6,2,2,2,3,2,1,0,1,0,3
"853",205,1,7,5,5,1,1,1,1,1,2,1,0,0,0,4
"1254",205,1,7,5,5,1,1,1,1,1,2,1,0,0,1,4
"1855",205,1,7,5,5,1,1,1,1,1,2,0,1,1,0,3
"3056",205,1,7,5,5,1,1,1,1,1,2,1,0,1,0,4
"653",206,1,6,5,4,2,3,3,2,3,2,0,0,0,0,3
"1053",206,1,6,5,4,2,3,3,2,3,2,1,1,0,0,3
"1455",206,1,6,5,4,2,3,3,2,3,2,1,1,0,1,3
"2858",206,1,6,5,4,2,3,3,2,3,2,1,0,1,1,3
"51",207,1,2,3,6,NA,3,3,3,3,3,0,1,0,1,3
"1654",207,1,2,3,6,NA,3,3,3,3,3,0,1,0,1,3
"2457",207,1,2,3,6,NA,3,3,3,3,3,1,1,1,1,2
"2656",207,1,2,3,6,NA,3,3,3,3,3,1,1,1,0,2
"251",208,2,5,2,2,3,4,4,3,3,4,0,0,0,1,3
"452",208,2,5,2,2,3,4,4,3,3,4,0,1,0,0,3
"2057",208,2,5,2,2,3,4,4,3,3,4,0,0,1,1,3
"2257",208,2,5,2,2,3,4,4,3,3,4,0,1,1,1,2
"854",209,1,7,5,6,NA,2,5,2,1,2,1,0,0,0,4
"1255",209,1,7,5,6,NA,2,5,2,1,2,1,0,0,1,3
"1655",209,1,7,5,6,NA,2,5,2,1,2,0,1,0,1,4
"2458",209,1,7,5,6,NA,2,5,2,1,2,1,1,1,1,3
"654",210,1,6,5,6,NA,2,2,4,1,2,0,0,0,0,4
"1856",210,1,6,5,6,NA,2,2,4,1,2,0,1,1,0,4
"2859",210,1,6,5,6,NA,2,2,4,1,2,1,0,1,1,3
"3057",210,1,6,5,6,NA,2,2,4,1,2,1,0,1,0,4
"252",211,1,7,1,5,4,2,3,5,1,3,0,0,0,1,2
"453",211,1,7,1,5,4,2,3,5,1,3,0,1,0,0,4
"2058",211,1,7,1,5,4,2,3,5,1,3,0,0,1,1,2
"2258",211,1,7,1,5,4,2,3,5,1,3,0,1,1,1,1
"52",212,1,6,2,4,2,3,3,4,1,4,0,1,0,1,4
"1054",212,1,6,2,4,2,3,3,4,1,4,1,1,0,0,4
"1456",212,1,6,2,4,2,3,3,4,1,4,1,1,0,1,4
"2657",212,1,6,2,4,2,3,3,4,1,4,1,1,1,0,4
"53",213,1,5,2,2,7,4,3,4,1,4,0,1,0,1,3
"1055",213,1,5,2,2,7,4,3,4,1,4,1,1,0,0,3
"1457",213,1,5,2,2,7,4,3,4,1,4,1,1,0,1,3
"2658",213,1,5,2,2,7,4,3,4,1,4,1,1,1,0,4
"454",214,2,2,5,2,3,2,3,5,2,3,0,1,0,0,3
"655",214,2,2,5,2,3,2,3,5,2,3,0,0,0,0,4
"2459",214,2,2,5,2,3,2,3,5,2,3,1,1,1,1,2
"2860",214,2,2,5,2,3,2,3,5,2,3,1,0,1,1,3
"253",215,1,6,2,4,7,2,2,5,4,3,0,0,0,1,3
"1656",215,1,6,2,4,7,2,2,5,4,3,0,1,0,1,4
"1857",215,1,6,2,4,7,2,2,5,4,3,0,1,1,0,4
"2259",215,1,6,2,4,7,2,2,5,4,3,0,1,1,1,3
"855",216,1,7,5,5,1,2,4,4,4,2,1,0,0,0,4
"1256",216,1,7,5,5,1,2,4,4,4,2,1,0,0,1,3
"2059",216,1,7,5,5,1,2,4,4,4,2,0,0,1,1,3
"3058",216,1,7,5,5,1,2,4,4,4,2,1,0,1,0,4
"1056",217,1,6,5,2,3,3,3,4,3,3,1,1,0,0,2
"2260",217,1,6,5,2,3,3,3,4,3,3,0,1,1,1,2
"2460",217,1,6,5,2,3,3,3,4,3,3,1,1,1,1,2
"2659",217,1,6,5,2,3,3,3,4,3,3,1,1,1,0,3
"254",218,1,6,5,6,NA,2,1,3,2,3,0,0,0,1,3
"1657",218,1,6,5,6,NA,2,1,3,2,3,0,1,0,1,4
"1858",218,1,6,5,6,NA,2,1,3,2,3,0,1,1,0,4
"2060",218,1,6,5,6,NA,2,1,3,2,3,0,0,1,1,3
"455",219,2,3,5,2,2,4,1,5,1,2,0,1,0,0,3
"656",219,2,3,5,2,2,4,1,5,1,2,0,0,0,0,4
"856",219,2,3,5,2,2,4,1,5,1,2,1,0,0,0,4
"1458",219,2,3,5,2,2,4,1,5,1,2,1,1,0,1,2
"54",220,1,6,2,3,6,2,4,2,4,4,0,1,0,1,2
"857",220,1,6,2,3,6,2,4,2,4,4,1,0,0,0,3
"2660",220,1,6,2,3,6,2,4,2,4,4,1,1,1,0,3
"2861",220,1,6,2,3,6,2,4,2,4,4,1,0,1,1,2
"657",221,1,4,5,2,2,2,2,2,3,3,0,0,0,0,4
"1459",221,1,4,5,2,2,2,2,2,3,3,1,1,0,1,3
"2061",221,1,4,5,2,2,2,2,2,3,3,0,0,1,1,3
"2461",221,1,4,5,2,2,2,2,2,3,3,1,1,1,1,3
"1658",222,2,4,2,4,5,4,1,4,1,3,0,1,0,1,4
"1859",222,2,4,2,4,5,4,1,4,1,3,0,1,1,0,4
"2261",222,2,4,2,4,5,4,1,4,1,3,0,1,1,1,2
"3059",222,2,4,2,4,5,4,1,4,1,3,1,0,1,0,3
"255",223,2,4,4,6,NA,3,3,4,2,3,0,0,0,1,3
"456",223,2,4,4,6,NA,3,3,4,2,3,0,1,0,0,2
"1057",223,2,4,4,6,NA,3,3,4,2,3,1,1,0,0,3
"1257",223,2,4,4,6,NA,3,3,4,2,3,1,0,0,1,3
"256",224,1,6,5,5,6,2,3,2,2,4,0,0,0,1,3
"1258",224,1,6,5,5,6,2,3,2,2,4,1,0,0,1,3
"2862",224,1,6,5,5,6,2,3,2,2,4,1,0,1,1,3
"3060",224,1,6,5,5,6,2,3,2,2,4,1,0,1,0,3
"1058",225,1,5,2,2,4,3,3,3,2,3,1,1,0,0,4
"1659",225,1,5,2,2,4,3,3,3,2,3,0,1,0,1,4
"1860",225,1,5,2,2,4,3,3,3,2,3,0,1,1,0,4
"2262",225,1,5,2,2,4,3,3,3,2,3,0,1,1,1,3
"858",226,1,5,6,2,2,2,3,3,2,2,1,0,0,0,3
"2062",226,1,5,6,2,2,2,3,3,2,2,0,0,1,1,3
"2462",226,1,5,6,2,2,2,3,3,2,2,1,1,1,1,3
"2661",226,1,5,6,2,2,2,3,3,2,2,1,1,1,0,3
"55",227,2,5,2,2,3,3,3,3,3,3,0,1,0,1,2
"457",227,2,5,2,2,3,3,3,3,3,3,0,1,0,0,3
"658",227,2,5,2,2,3,3,3,3,3,3,0,0,0,0,3
"1460",227,2,5,2,2,3,3,3,3,3,3,1,1,0,1,3
"1660",228,2,5,5,2,3,4,3,5,3,3,0,1,0,1,3
"2263",228,2,5,5,2,3,4,3,5,3,3,0,1,1,1,2
"2463",228,2,5,5,2,3,4,3,5,3,3,1,1,1,1,2
"3061",228,2,5,5,2,3,4,3,5,3,3,1,0,1,0,3
"659",229,2,6,5,5,2,2,3,4,2,2,0,0,0,0,4
"1461",229,2,6,5,5,2,2,3,4,2,2,1,1,0,1,2
"1861",229,2,6,5,5,2,2,3,4,2,2,0,1,1,0,3
"2863",229,2,6,5,5,2,2,3,4,2,2,1,0,1,1,3
"56",230,2,4,5,3,2,4,3,5,3,2,0,1,0,1,3
"458",230,2,4,5,3,2,4,3,5,3,2,0,1,0,0,3
"1059",230,2,4,5,3,2,4,3,5,3,2,1,1,0,0,3
"2063",230,2,4,5,3,2,4,3,5,3,2,0,0,1,1,3
"257",231,1,7,5,6,NA,4,1,4,3,3,0,0,0,1,2
"859",231,1,7,5,6,NA,4,1,4,3,3,1,0,0,0,3
"1259",231,1,7,5,6,NA,4,1,4,3,3,1,0,0,1,3
"2662",231,1,7,5,6,NA,4,1,4,3,3,1,1,1,0,3
"459",232,1,7,5,6,NA,2,1,5,4,3,0,1,0,0,3
"660",232,1,7,5,6,NA,2,1,5,4,3,0,0,0,0,4
"1060",232,1,7,5,6,NA,2,1,5,4,3,1,1,0,0,3
"1862",232,1,7,5,6,NA,2,1,5,4,3,0,1,1,0,3
"258",233,1,5,6,2,1,1,4,4,2,2,0,0,0,1,3
"860",233,1,5,6,2,1,1,4,4,2,2,1,0,0,0,4
"1260",233,1,5,6,2,1,1,4,4,2,2,1,0,0,1,3
"3062",233,1,5,6,2,1,1,4,4,2,2,1,0,1,0,3
"57",234,1,7,2,4,2,3,2,4,2,4,0,1,0,1,1
"1462",234,1,7,2,4,2,3,2,4,2,4,1,1,0,1,2
"2064",234,1,7,2,4,2,3,2,4,2,4,0,0,1,1,2
"2663",234,1,7,2,4,2,3,2,4,2,4,1,1,1,0,3
"1661",235,2,3,5,2,3,1,4,3,4,2,0,1,0,1,4
"2264",235,2,3,5,2,3,1,4,3,4,2,0,1,1,1,3
"2464",235,2,3,5,2,3,1,4,3,4,2,1,1,1,1,3
"2864",235,2,3,5,2,3,1,4,3,4,2,1,0,1,1,3
"861",236,2,2,5,2,3,3,2,2,3,2,1,0,0,0,2
"1463",236,2,2,5,2,3,3,2,2,3,2,1,1,0,1,2
"2465",236,2,2,5,2,3,3,2,2,3,2,1,1,1,1,2
"2664",236,2,2,5,2,3,3,2,2,3,2,1,1,1,0,2
"58",237,1,4,5,2,6,4,2,5,1,4,0,1,0,1,3
"1261",237,1,4,5,2,6,4,2,5,1,4,1,0,0,1,4
"2865",237,1,4,5,2,6,4,2,5,1,4,1,0,1,1,4
"3063",237,1,4,5,2,6,4,2,5,1,4,1,0,1,0,4
"460",238,2,4,5,2,3,4,3,4,3,2,0,1,0,0,3
"1662",238,2,4,5,2,3,4,3,4,3,2,0,1,0,1,3
"2065",238,2,4,5,2,3,4,3,4,3,2,0,0,1,1,2
"3064",238,2,4,5,2,3,4,3,4,3,2,1,0,1,0,3
"259",239,1,6,5,4,4,2,2,4,1,3,0,0,0,1,3
"661",239,1,6,5,4,4,2,2,4,1,3,0,0,0,0,4
"1061",239,1,6,5,4,4,2,2,4,1,3,1,1,0,0,4
"1262",239,1,6,5,4,4,2,2,4,1,3,1,0,0,1,2
"1863",240,1,6,4,6,NA,3,2,4,2,3,0,1,1,0,3
"2066",240,1,6,4,6,NA,3,2,4,2,3,0,0,1,1,2
"2265",240,1,6,4,6,NA,3,2,4,2,3,0,1,1,1,3
"3065",240,1,6,4,6,NA,3,2,4,2,3,1,0,1,0,3
"59",241,2,4,3,3,NA,3,3,3,3,5,0,1,0,1,1
"260",241,2,4,3,3,NA,3,3,3,3,5,0,0,0,1,2
"2665",241,2,4,3,3,NA,3,3,3,3,5,1,1,1,0,2
"2866",241,2,4,3,3,NA,3,3,3,3,5,1,0,1,1,2
"60",242,1,5,5,5,1,1,5,1,5,3,0,1,0,1,4
"1263",242,1,5,5,5,1,1,5,1,5,3,1,0,0,1,4
"1464",242,1,5,5,5,1,1,5,1,5,3,1,1,0,1,4
"2466",242,1,5,5,5,1,1,5,1,5,3,1,1,1,1,4
"1062",243,2,5,5,2,2,4,2,4,3,2,1,1,0,0,3
"1663",243,2,5,5,2,2,4,2,4,3,2,0,1,0,1,4
"1864",243,2,5,5,2,2,4,2,4,3,2,0,1,1,0,3
"2266",243,2,5,5,2,2,4,2,4,3,2,0,1,1,1,2
"461",244,1,6,3,4,7,2,1,3,1,4,0,1,0,0,3
"662",244,1,6,3,4,7,2,1,3,1,4,0,0,0,0,4
"862",244,1,6,3,4,7,2,1,3,1,4,1,0,0,0,3
"2867",244,1,6,3,4,7,2,1,3,1,4,1,0,1,1,2
"61",245,2,5,4,3,3,4,2,4,2,2,0,1,0,1,2
"1664",245,2,5,4,3,3,4,2,4,2,2,0,1,0,1,4
"2467",245,2,5,4,3,3,4,2,4,2,2,1,1,1,1,2
"2868",245,2,5,4,3,3,4,2,4,2,2,1,0,1,1,3
"663",246,1,7,5,1,1,1,4,5,1,2,0,0,0,0,4
"1063",246,1,7,5,1,1,1,4,5,1,2,1,1,0,0,3
"2267",246,1,7,5,1,1,1,4,5,1,2,0,1,1,1,3
"3066",246,1,7,5,1,1,1,4,5,1,2,1,0,1,0,4
"261",247,2,6,2,6,NA,2,4,4,2,4,0,0,0,1,2
"863",247,2,6,2,6,NA,2,4,4,2,4,1,0,0,0,4
"1264",247,2,6,2,6,NA,2,4,4,2,4,1,0,0,1,2
"2067",247,2,6,2,6,NA,2,4,4,2,4,0,0,1,1,2
"462",248,1,6,5,1,1,2,2,3,2,2,0,1,0,0,4
"1465",248,1,6,5,1,1,2,2,3,2,2,1,1,0,1,4
"1865",248,1,6,5,1,1,2,2,3,2,2,0,1,1,0,4
"2666",248,1,6,5,1,1,2,2,3,2,2,1,1,1,0,3
"463",249,1,5,5,2,1,2,3,3,2,2,0,1,0,0,4
"1466",249,1,5,5,2,1,2,3,3,2,2,1,1,0,1,3
"1866",249,1,5,5,2,1,2,3,3,2,2,0,1,1,0,4
"2667",249,1,5,5,2,1,2,3,3,2,2,1,1,1,0,4
"262",250,1,6,5,6,NA,1,3,3,1,3,0,0,0,1,2
"664",250,1,6,5,6,NA,1,3,3,1,3,0,0,0,0,3
"1265",250,1,6,5,6,NA,1,3,3,1,3,1,0,0,1,2
"2869",250,1,6,5,6,NA,1,3,3,1,3,1,0,1,1,2
"62",251,1,7,5,6,NA,3,3,4,3,3,0,1,0,1,2
"1665",251,1,7,5,6,NA,3,3,4,3,3,0,1,0,1,4
"2268",251,1,7,5,6,NA,3,3,4,3,3,0,1,1,1,2
"3067",251,1,7,5,6,NA,3,3,4,3,3,1,0,1,0,4
"464",252,1,6,3,4,3,3,1,4,1,3,0,1,0,0,3
"1666",252,1,6,3,4,3,3,1,4,1,3,0,1,0,1,3
"2870",252,1,6,3,4,3,3,1,4,1,3,1,0,1,1,2
"3068",252,1,6,3,4,3,3,1,4,1,3,1,0,1,0,3
"864",253,1,4,5,2,2,2,3,4,2,2,1,0,0,0,3
"1064",253,1,4,5,2,2,2,3,4,2,2,1,1,0,0,3
"2068",253,1,4,5,2,2,2,3,4,2,2,0,0,1,1,2
"2468",253,1,4,5,2,2,2,3,4,2,2,1,1,1,1,2
"665",254,2,5,5,NA,3,3,3,4,2,3,0,0,0,0,4
"2469",254,2,5,5,NA,3,3,3,4,2,3,1,1,1,1,2
"263",255,1,6,2,4,2,3,1,4,1,4,0,0,0,1,3
"865",255,1,6,2,4,2,3,1,4,1,4,1,0,0,0,4
"1266",255,1,6,2,4,2,3,1,4,1,4,1,0,0,1,3
"1867",255,1,6,2,4,2,3,1,4,1,4,0,1,1,0,3
"63",256,1,5,6,2,3,2,2,3,4,3,0,1,0,1,3
"2069",256,1,5,6,2,3,2,2,3,4,3,0,0,1,1,3
"2269",256,1,5,6,2,3,2,2,3,4,3,0,1,1,1,3
"2668",256,1,5,6,2,3,2,2,3,4,3,1,1,1,0,3
"1467",257,2,5,4,2,3,3,3,3,2,3,1,1,0,1,3
"2070",257,2,5,4,2,3,3,3,3,2,3,0,0,1,1,2
"2270",257,2,5,4,2,3,3,3,3,2,3,0,1,1,1,2
"2669",257,2,5,4,2,3,3,3,3,2,3,1,1,1,0,4
"264",258,1,7,2,6,NA,5,1,2,1,4,0,0,0,1,4
"2470",258,1,7,2,6,NA,5,1,2,1,4,1,1,1,1,4
"2871",258,1,7,2,6,NA,5,1,2,1,4,1,0,1,1,3
"3069",258,1,7,2,6,NA,5,1,2,1,4,1,0,1,0,4
"666",259,2,5,2,6,NA,3,3,3,3,1,0,0,0,0,5
"866",259,2,5,2,6,NA,3,3,3,3,1,1,0,0,0,5
"1065",259,2,5,2,6,NA,3,3,3,3,1,1,1,0,0,4
"1267",259,2,5,2,6,NA,3,3,3,3,1,1,0,0,1,3
"1268",260,2,4,5,6,NA,2,3,3,2,3,1,0,0,1,3
"2071",260,2,4,5,6,NA,2,3,3,2,3,0,0,1,1,3
"2271",260,2,4,5,6,NA,2,3,3,2,3,0,1,1,1,3
"2670",260,2,4,5,6,NA,2,3,3,2,3,1,1,1,0,4
"64",261,1,4,6,2,1,3,3,3,3,3,0,1,0,1,3
"867",261,1,4,6,2,1,3,3,3,3,3,1,0,0,0,3
"1468",261,1,4,6,2,1,3,3,3,3,3,1,1,0,1,3
"1667",261,1,4,6,2,1,3,3,3,3,3,0,1,0,1,3
"465",262,1,4,5,2,3,2,2,4,2,4,0,1,0,0,4
"2471",262,1,4,5,2,3,2,2,4,2,4,1,1,1,1,4
"2872",262,1,4,5,2,3,2,2,4,2,4,1,0,1,1,4
"3070",262,1,4,5,2,3,2,2,4,2,4,1,0,1,0,4
"65",263,1,6,2,5,6,2,3,3,2,3,0,1,0,1,2
"466",263,1,6,2,5,6,2,3,3,2,3,0,1,0,0,3
"1668",263,1,6,2,5,6,2,3,3,2,3,0,1,0,1,3
"1868",263,1,6,2,5,6,2,3,3,2,3,0,1,1,0,2
"265",264,1,6,5,5,6,4,1,5,1,3,0,0,0,1,3
"667",264,1,6,5,5,6,4,1,5,1,3,0,0,0,0,4
"1066",264,1,6,5,5,6,4,1,5,1,3,1,1,0,0,4
"1869",264,1,6,5,5,6,4,1,5,1,3,0,1,1,0,3
"467",265,1,6,6,6,NA,2,3,4,2,2,0,1,0,0,5
"668",265,1,6,6,6,NA,2,3,4,2,2,0,0,0,0,5
"2072",265,1,6,6,6,NA,2,3,4,2,2,0,0,1,1,3
"266",266,1,7,5,6,NA,3,2,4,2,3,0,0,0,1,4
"1067",266,1,7,5,6,NA,3,2,4,2,3,1,1,0,0,4
"2272",266,1,7,5,6,NA,3,2,4,2,3,0,1,1,1,3
"2873",266,1,7,5,6,NA,3,2,4,2,3,1,0,1,1,4
"1269",267,2,3,4,2,3,2,2,4,1,5,1,0,0,1,4
"1469",267,2,3,4,2,3,2,2,4,1,5,1,1,0,1,4
"1870",267,2,3,4,2,3,2,2,4,1,5,0,1,1,0,4
"3071",267,2,3,4,2,3,2,2,4,1,5,1,0,1,0,4
"66",268,1,6,5,4,4,2,2,2,2,2,0,1,0,1,2
"868",268,1,6,5,4,4,2,2,2,2,2,1,0,0,0,3
"2472",268,1,6,5,4,4,2,2,2,2,2,1,1,1,1,2
"2671",268,1,6,5,4,4,2,2,2,2,2,1,1,1,0,3
"1669",269,2,3,1,6,NA,3,2,4,2,4,0,1,0,1,4
"1871",269,2,3,1,6,NA,3,2,4,2,4,0,1,1,0,3
"2273",269,2,3,1,6,NA,3,2,4,2,4,0,1,1,1,3
"2473",269,2,3,1,6,NA,3,2,4,2,4,1,1,1,1,3
"67",270,1,4,3,2,6,4,1,5,2,3,0,1,0,1,3
"1270",270,1,4,3,2,6,4,1,5,2,3,1,0,0,1,3
"2073",270,1,4,3,2,6,4,1,5,2,3,0,0,1,1,3
"2874",270,1,4,3,2,6,4,1,5,2,3,1,0,1,1,3
"468",271,1,7,5,6,NA,5,3,5,3,4,0,1,0,0,5
"869",271,1,7,5,6,NA,5,3,5,3,4,1,0,0,0,5
"1470",271,1,7,5,6,NA,5,3,5,3,4,1,1,0,1,4
"3072",271,1,7,5,6,NA,5,3,5,3,4,1,0,1,0,5
"267",272,1,6,5,4,4,2,1,5,1,3,0,0,0,1,3
"669",272,1,6,5,4,4,2,1,5,1,3,0,0,0,0,3
"1068",272,1,6,5,4,4,2,1,5,1,3,1,1,0,0,3
"2672",272,1,6,5,4,4,2,1,5,1,3,1,1,1,0,3
"870",273,2,4,4,4,2,4,3,4,2,4,1,0,0,0,4
"1670",273,2,4,4,4,2,4,3,4,2,4,0,1,0,1,3
"1872",273,2,4,4,4,2,4,3,4,2,4,0,1,1,0,3
"2274",273,2,4,4,4,2,4,3,4,2,4,0,1,1,1,2
"670",274,2,3,5,2,3,2,2,4,2,3,0,0,0,0,4
"1271",274,2,3,5,2,3,2,2,4,2,3,1,0,0,1,3
"1471",274,2,3,5,2,3,2,2,4,2,3,1,1,0,1,3
"2875",274,2,3,5,2,3,2,2,4,2,3,1,0,1,1,3
"68",275,2,6,5,3,4,2,3,5,2,3,0,1,0,1,2
"469",275,2,6,5,3,4,2,3,5,2,3,0,1,0,0,3
"2673",275,2,6,5,3,4,2,3,5,2,3,1,1,1,0,3
"3073",275,2,6,5,3,4,2,3,5,2,3,1,0,1,0,3
"268",276,1,2,2,2,4,1,1,2,1,3,0,0,0,1,3
"1069",276,1,2,2,2,4,1,1,2,1,3,1,1,0,0,3
"2074",276,1,2,2,2,4,1,1,2,1,3,0,0,1,1,2
"2474",276,1,2,2,2,4,1,1,2,1,3,1,1,1,1,1
"871",277,1,6,5,4,3,3,3,3,3,3,1,0,0,0,4
"2075",277,1,6,5,4,3,3,3,3,3,3,0,0,1,1,4
"2275",277,1,6,5,4,3,3,3,3,3,3,0,1,1,1,2
"2475",277,1,6,5,4,3,3,3,3,3,3,1,1,1,1,3
"69",278,1,4,5,2,2,1,5,1,1,5,0,1,0,1,3
"671",278,1,4,5,2,2,1,5,1,1,5,0,0,0,0,4
"1472",278,1,4,5,2,2,1,5,1,1,5,1,1,0,1,2
"1671",278,1,4,5,2,2,1,5,1,1,5,0,1,0,1,4
"269",279,2,3,6,6,NA,4,3,3,5,5,0,0,0,1,3
"1873",279,2,3,6,6,NA,4,3,3,5,5,0,1,1,0,2
"2876",279,2,3,6,6,NA,4,3,3,5,5,1,0,1,1,3
"3074",279,2,3,6,6,NA,4,3,3,5,5,1,0,1,0,3
"470",280,1,5,5,2,6,3,3,3,3,2,0,1,0,0,3
"1070",280,1,5,5,2,6,3,3,3,3,2,1,1,0,0,3
"1272",280,1,5,5,2,6,3,3,3,3,2,1,0,0,1,3
"2674",280,1,5,5,2,6,3,3,3,3,2,1,1,1,0,3
"70",281,1,5,1,5,6,2,3,3,2,4,0,1,0,1,2
"2076",281,1,5,1,5,6,2,3,3,2,4,0,0,1,1,3
"2276",281,1,5,1,5,6,2,3,3,2,4,0,1,1,1,2
"2877",281,1,5,1,5,6,2,3,3,2,4,1,0,1,1,3
"1071",282,1,4,2,2,6,3,3,3,3,3,1,1,0,0,3
"1473",282,1,4,2,2,6,3,3,3,3,3,1,1,0,1,2
"2476",282,1,4,2,2,6,3,3,3,3,3,1,1,1,1,2
"2675",282,1,4,2,2,6,3,3,3,3,3,1,1,1,0,3
"471",283,1,2,2,2,2,3,3,3,3,4,0,1,0,0,3
"672",283,1,2,2,2,2,3,3,3,3,4,0,0,0,0,4
"1874",283,1,2,2,2,2,3,3,3,3,4,0,1,1,0,4
"3075",283,1,2,2,2,2,3,3,3,3,4,1,0,1,0,2
"270",284,1,4,5,2,2,3,3,3,3,3,0,0,0,1,4
"872",284,1,4,5,2,2,3,3,3,3,3,1,0,0,0,4
"1273",284,1,4,5,2,2,3,3,3,3,3,1,0,0,1,3
"1672",284,1,4,5,2,2,3,3,3,3,3,0,1,0,1,4
"1274",285,1,6,2,6,NA,3,NA,5,2,3,1,0,0,1,3
"1474",285,1,6,2,6,NA,3,NA,5,2,3,1,1,0,1,2
"2477",285,1,6,2,6,NA,3,NA,5,2,3,1,1,1,1,2
"3076",285,1,6,2,6,NA,3,NA,5,2,3,1,0,1,0,3
"71",286,1,3,6,2,2,2,4,3,4,4,0,1,0,1,3
"472",286,1,3,6,2,2,2,4,3,4,4,0,1,0,0,5
"2277",286,1,3,6,2,2,2,4,3,4,4,0,1,1,1,2
"2878",286,1,3,6,2,2,2,4,3,4,4,1,0,1,1,5
"271",287,1,6,5,5,4,1,4,3,1,5,0,0,0,1,4
"473",287,1,6,5,5,4,1,4,3,1,5,0,1,0,0,5
"2278",287,1,6,5,5,4,1,4,3,1,5,0,1,1,1,3
"2676",287,1,6,5,5,4,1,4,3,1,5,1,1,1,0,5
"272",288,1,5,5,2,1,2,4,2,4,2,0,0,0,1,3
"1072",288,1,5,5,2,1,2,4,2,4,2,1,1,0,0,3
"1875",288,1,5,5,2,1,2,4,2,4,2,0,1,1,0,3
"2677",288,1,5,5,2,1,2,4,2,4,2,1,1,1,0,3
"673",289,1,6,2,1,5,2,3,4,3,3,0,0,0,0,4
"873",289,1,6,2,1,5,2,3,4,3,3,1,0,0,0,4
"1275",289,1,6,2,1,5,2,3,4,3,3,1,0,0,1,3
"2879",289,1,6,2,1,5,2,3,4,3,3,1,0,1,1,3
"72",290,1,6,6,4,2,2,4,3,2,2,0,1,0,1,4
"1475",290,1,6,6,4,2,2,4,3,2,2,1,1,0,1,3
"2077",290,1,6,6,4,2,2,4,3,2,2,0,0,1,1,4
"3077",290,1,6,6,4,2,2,4,3,2,2,1,0,1,0,4
"1073",291,1,6,5,2,1,2,3,4,2,2,1,1,0,0,4
"1673",291,1,6,5,2,1,2,3,4,2,2,0,1,0,1,4
"1876",291,1,6,5,2,1,2,3,4,2,2,0,1,1,0,4
"2478",291,1,6,5,2,1,2,3,4,2,2,1,1,1,1,2
"1276",292,2,6,4,3,6,4,2,5,2,3,1,0,0,1,2
"1476",292,2,6,4,3,6,4,2,5,2,3,1,1,0,1,2
"2880",292,2,6,4,3,6,4,2,5,2,3,1,0,1,1,2
